model,target,mean_R2,std_R2,s0_f0,s0_f1,s0_f2,s0_f3,s0_f4,s1_f0,s1_f1,s1_f2,s1_f3,s1_f4,s2_f0,s2_f1,s2_f2,s2_f3,s2_f4,s3_f0,s3_f1,s3_f2,s3_f3,s3_f4,s4_f0,s4_f1,s4_f2,s4_f3,s4_f4
RandomForest,BCC_0pct,0.7444964650897461,0.03900601949304858,0.7567395865418995,0.7175610921261187,0.7101853665630159,0.8167820771566415,0.7358738460370913,0.7522584187173098,0.7152496259666976,0.7081518887233947,0.8132323474818128,0.7312097161707696,0.7598662938354279,0.7098493695832283,0.7142292777240988,0.8106380828019744,0.7252239633658082,0.7569708731422597,0.7086523197188113,0.7026754729409896,0.8122069552929652,0.735094023133945,0.7586146979292986,0.7125668560533833,0.7000345320763517,0.8167958417457377,0.7317491024146192
GradientBoosting,BCC_0pct,0.7402065680540005,0.044964407390396886,0.7617469006175254,0.7153340081095423,0.7003110416527664,0.8055694679622364,0.7044080570377651,0.7545787297720509,0.7609698516386847,0.6765575553929137,0.8128880633938199,0.7118556048641665,0.7825203037762863,0.734812004275783,0.6734008426011762,0.8218924534679524,0.7113912221994778,0.7537059729648536,0.7413527699117861,0.6785135569271058,0.8026677690347284,0.7154436311711325,0.7645895798637699,0.7393482218087879,0.6659859201902032,0.7932881988727907,0.7220324738427074
XGBoost,BCC_0pct,0.7426948630320864,0.05030235336091665,0.7694342229297116,0.7336757736852579,0.781847065108951,0.789993551252248,0.7247870843587376,0.7991393970227604,0.7762832859160841,0.6375188448473776,0.8273395591143611,0.688043647819687,0.7843594949454831,0.7346460264701453,0.7240242147295779,0.807657329641278,0.738193817258501,0.7732904845974296,0.7116442076411079,0.6389360983309667,0.8144948215469625,0.7165640768310064,0.7624970148497789,0.6864396896831169,0.6810078805873501,0.7467553619377539,0.7187986246965219
SVR,BCC_0pct,0.5680462226709786,0.059869014632302715,0.6017391580942411,0.6270118441661028,0.4593299298296567,0.6021631949984843,0.5499869862664084,0.6017391580942411,0.6270118441661028,0.4593299298296567,0.6021631949984843,0.5499869862664084,0.6017391580942411,0.6270118441661028,0.4593299298296567,0.6021631949984843,0.5499869862664084,0.6017391580942411,0.6270118441661028,0.4593299298296567,0.6021631949984843,0.5499869862664084,0.6017391580942411,0.6270118441661028,0.4593299298296567,0.6021631949984843,0.5499869862664084
Ridge,BCC_0pct,0.4388160451255739,0.04597769297827854,0.4655237009556704,0.4962416952827068,0.35788931764049003,0.4357193055362445,0.4387062062127576,0.4655237009556704,0.4962416952827068,0.35788931764049003,0.4357193055362445,0.4387062062127576,0.4655237009556704,0.4962416952827068,0.35788931764049003,0.4357193055362445,0.4387062062127576,0.4655237009556704,0.4962416952827068,0.35788931764049003,0.4357193055362445,0.4387062062127576,0.4655237009556704,0.4962416952827068,0.35788931764049003,0.4357193055362445,0.4387062062127576
Lasso,BCC_0pct,0.4399485071330291,0.04560192136093581,0.4659485624276679,0.49535579321463696,0.3584659871203486,0.43750597152889903,0.4424662213735929,0.4659485624276679,0.49535579321463696,0.3584659871203486,0.43750597152889903,0.4424662213735929,0.4659485624276679,0.49535579321463696,0.3584659871203486,0.43750597152889903,0.4424662213735929,0.4659485624276679,0.49535579321463696,0.3584659871203486,0.43750597152889903,0.4424662213735929,0.4659485624276679,0.49535579321463696,0.3584659871203486,0.43750597152889903,0.4424662213735929
MLP,BCC_0pct,0.5524189223794368,0.12689739476194098,0.6645427931410545,0.5373778203434965,0.46581273005096313,0.5896368734959607,0.6295613999235659,0.6462822856206243,0.6200231243846277,0.5382275199445776,0.6880370812575367,0.6462859376041548,0.49229957151600845,0.5685763341035754,0.27188134142242293,0.6529172918844661,0.3537861570134272,0.41472297662775737,0.7746968572090462,0.5307295069320203,0.26237567919600424,0.636658588745747,0.7289598692957913,0.5520114425748162,0.5620334572102264,0.532048272558818,0.4509881474292299
RandomForest,FCC_20pct,0.9607452563470672,0.005093740412208809,0.9502026887869868,0.9633701323723987,0.9652770744100136,0.9623259246343561,0.9625831801632598,0.9508069839580838,0.963585627115451,0.963902759047939,0.9619449366671502,0.9623396152807548,0.9509527037653887,0.9634839063278069,0.9653109727862106,0.9620112582625633,0.962457194444558,0.951433595333777,0.962760201624206,0.9634719666482244,0.9626584024616175,0.9629540892502906,0.9502490363726004,0.9632165496013588,0.9653914552194856,0.9627122839743569,0.9632288701678438
GradientBoosting,FCC_20pct,0.9626318631750342,0.0037279966022442735,0.95595967427633,0.9649430809503122,0.9651793834917364,0.9661367357841824,0.9617398568765245,0.9567376646007982,0.9657372093832943,0.961734030119306,0.967960802727006,0.9635471880059446,0.9560588576717262,0.9648949499643931,0.96529113487882,0.9635656127507383,0.957884602226945,0.9545151488857578,0.9639095695869184,0.9630507183129224,0.9659110205246687,0.9612343505118736,0.9604065615649813,0.9656079911981826,0.9652178741251026,0.9673211809022966,0.9612513800550951
XGBoost,FCC_20pct,0.9599866445953544,0.004328777862528601,0.9523948677916897,0.9603144055013846,0.9590743190762603,0.9656337662065596,0.961027717068011,0.9523914941370374,0.9588280714501679,0.9616170535351704,0.9654599884162415,0.9630997511645313,0.952383023450023,0.960548168418615,0.960262267524903,0.9645587147518131,0.962847327519928,0.9528292172360292,0.962141278608286,0.9598922580146418,0.9649086137730014,0.9615911883815936,0.9505629645343593,0.9626481515093521,0.9606804165741516,0.9627721550005616,0.9611989352395474
SVR,FCC_20pct,0.927274777093723,0.00747694003376376,0.931787857138338,0.9159412965190776,0.9365572436261229,0.9305996423844449,0.9214878458006318,0.931787857138338,0.9159412965190776,0.9365572436261229,0.9305996423844449,0.9214878458006318,0.931787857138338,0.9159412965190776,0.9365572436261229,0.9305996423844449,0.9214878458006318,0.931787857138338,0.9159412965190776,0.9365572436261229,0.9305996423844449,0.9214878458006318,0.931787857138338,0.9159412965190776,0.9365572436261229,0.9305996423844449,0.9214878458006318
Ridge,FCC_20pct,0.9140408388268189,0.008595185603282086,0.9025685839903151,0.9185410013584419,0.9240387992726413,0.9050117610692496,0.9200440484434464,0.9025685839903151,0.9185410013584419,0.9240387992726413,0.9050117610692496,0.9200440484434464,0.9025685839903151,0.9185410013584419,0.9240387992726413,0.9050117610692496,0.9200440484434464,0.9025685839903151,0.9185410013584419,0.9240387992726413,0.9050117610692496,0.9200440484434464,0.9025685839903151,0.9185410013584419,0.9240387992726413,0.9050117610692496,0.9200440484434464
Lasso,FCC_20pct,0.9140454454169056,0.008596940147499463,0.9025610193584166,0.9185461613045963,0.9240450167395775,0.9050258812562236,0.9200491484257133,0.9025610193584166,0.9185461613045963,0.9240450167395775,0.9050258812562236,0.9200491484257133,0.9025610193584166,0.9185461613045963,0.9240450167395775,0.9050258812562236,0.9200491484257133,0.9025610193584166,0.9185461613045963,0.9240450167395775,0.9050258812562236,0.9200491484257133,0.9025610193584166,0.9185461613045963,0.9240450167395775,0.9050258812562236,0.9200491484257133
MLP,FCC_20pct,0.9419952815435184,0.02553491839620703,0.8793945158173747,0.948253623849472,0.9612673648887464,0.9520149751537317,0.9571152180899365,0.9507816533223971,0.9288583030306395,0.9524835700748706,0.9575975359063931,0.9485035018131039,0.9450945602588516,0.8422782266575863,0.9404358651232668,0.9487678209831842,0.9299388641522969,0.9478641098883019,0.9482060581801085,0.9504486809401759,0.9549690725383815,0.9531174980941225,0.9476313645593397,0.9484846104356583,0.9549150242603578,0.9539038559527208,0.9475561646169414
RandomForest,HCP_20pct,0.8124062184313158,0.025938346271735628,0.7939947957850199,0.8289028445882947,0.8106278751323878,0.7707914689775769,0.8510879436283589,0.7891458460968246,0.8279060703031857,0.8172449025746755,0.7799637374835766,0.8501739232835818,0.7904802628998395,0.8285102108522789,0.8210867105241085,0.777727383980278,0.8441435813287543,0.7898019554371875,0.8343988087970963,0.8227413396326309,0.7759211243771952,0.8513816622291169,0.7976684592722784,0.8276374309178982,0.8095440933960109,0.7761383821895036,0.8431346470952332
GradientBoosting,HCP_20pct,0.830387570019268,0.016223221976473967,0.8181408601727787,0.8478551224036139,0.8264264359434388,0.8059811675947162,0.8502171268955545,0.8229152518795401,0.8419081149360357,0.8273895542348503,0.8040899094575021,0.8484496415975686,0.820868833123803,0.8393131817886855,0.833156335600135,0.8033613390132733,0.8529468118779397,0.8211188994339212,0.8424508320205647,0.8291937174364113,0.8083335076402034,0.8553046486738416,0.8211388642073539,0.8453644091721778,0.8308508840143944,0.8110231058072177,0.8518906955561802
XGBoost,HCP_20pct,0.8198173991663639,0.013248534473951882,0.7879615321263854,0.8324269668081327,0.8159060043240765,0.8246687961243235,0.8299245262850053,0.7962061309097368,0.8441049167918615,0.8045274100470404,0.8244686022259005,0.832803595133591,0.8098233421974239,0.8410072904815382,0.816347565292583,0.8179512085168207,0.8235119783740594,0.813990789772252,0.821529472685447,0.8188381669392588,0.812220702523082,0.8322383716399502,0.8100368027657727,0.8259359469511833,0.8089057589770796,0.8115021407303159,0.8385969605362769
SVR,HCP_20pct,0.8248254174884277,0.013400106206731899,0.8152010652072663,0.8406235088445212,0.8287590722778426,0.8041343768070062,0.8354090643055023,0.8152010652072663,0.8406235088445212,0.8287590722778426,0.8041343768070062,0.8354090643055023,0.8152010652072663,0.8406235088445212,0.8287590722778426,0.8041343768070062,0.8354090643055023,0.8152010652072663,0.8406235088445212,0.8287590722778426,0.8041343768070062,0.8354090643055023,0.8152010652072663,0.8406235088445212,0.8287590722778426,0.8041343768070062,0.8354090643055023
Ridge,HCP_20pct,0.7221274935039474,0.036291987236011895,0.7354756743083681,0.7729702239269428,0.6853817066417986,0.6760358547032636,0.7407740079393639,0.7354756743083681,0.7729702239269428,0.6853817066417986,0.6760358547032636,0.7407740079393639,0.7354756743083681,0.7729702239269428,0.6853817066417986,0.6760358547032636,0.7407740079393639,0.7354756743083681,0.7729702239269428,0.6853817066417986,0.6760358547032636,0.7407740079393639,0.7354756743083681,0.7729702239269428,0.6853817066417986,0.6760358547032636,0.7407740079393639
Lasso,HCP_20pct,0.7160596768781086,0.038520331374583675,0.7257918304378134,0.7714447303233091,0.6754754155994662,0.6698164052291566,0.7377700028007984,0.7257918304378134,0.7714447303233091,0.6754754155994662,0.6698164052291566,0.7377700028007984,0.7257918304378134,0.7714447303233091,0.6754754155994662,0.6698164052291566,0.7377700028007984,0.7257918304378134,0.7714447303233091,0.6754754155994662,0.6698164052291566,0.7377700028007984,0.7257918304378134,0.7714447303233091,0.6754754155994662,0.6698164052291566,0.7377700028007984
MLP,HCP_20pct,0.811176032739525,0.021960483707510522,0.8290176013364786,0.8482953336385015,0.8436408984447872,0.8003574465555221,0.8229759547346023,0.8202268670798005,0.8138873597409158,0.7942617284458438,0.8074965913593056,0.8195190123226254,0.8116403309405122,0.8288342035796303,0.7791326518616856,0.813110406072926,0.8262568193329088,0.8207608060291212,0.8112631167506352,0.7473288309773318,0.7770132732514915,0.8074094727194047,0.8052826484660753,0.8219362267597118,0.795292795753415,0.7927766168467858,0.8416838254881062
RandomForest,BCC_20pct,0.904628243454167,0.015928171012605342,0.9220827147108694,0.9210438938837574,0.8774543402100098,0.8973343144246978,0.9038619687486883,0.9230496288093222,0.9195633351418543,0.8785838470409243,0.8986594537332977,0.9046347218988026,0.9229292307318309,0.9197390039970011,0.8813851946096488,0.8967426071748382,0.9030272110808167,0.9216062834626734,0.919940073301604,0.8796110732942566,0.8988680662857003,0.9032007924565884,0.9229117797866915,0.9199253977990182,0.8772979913863278,0.8991021246765232,0.9031510377084371
GradientBoosting,BCC_20pct,0.8914223618921611,0.025829337481597277,0.9031877540896783,0.91107992241481,0.8692465266529465,0.9044805759902346,0.897881536337209,0.9036590024796352,0.9181478375095555,0.8488898836622969,0.9185076731406262,0.8815694451652636,0.899638208411428,0.9151204655311777,0.837380565121398,0.8798824526272219,0.8785473391074988,0.9045321126263509,0.9181427180909517,0.8238876202349612,0.9013820097365779,0.8920633565037136,0.9216989509064791,0.91253520674008,0.8570989319424239,0.8924428951376855,0.8945560571438231
XGBoost,BCC_20pct,0.9059582755280552,0.015555865286315066,0.9114750425088153,0.9190951929783442,0.8892781110598816,0.9037234200114036,0.903694548211123,0.9215686286953195,0.9245119408730307,0.8738885270493703,0.9214516340413644,0.907996255444558,0.91905378570417,0.9187410931793006,0.8716759936365106,0.9142135716631632,0.8988318631649953,0.9133312363408622,0.9199211635507419,0.8738889991578553,0.9071972376592637,0.9074783439777601,0.9098763696245217,0.9191695077799555,0.8831090485636828,0.9020829521357319,0.9137024211896541
SVR,BCC_20pct,0.8036228961239935,0.016997412024461478,0.8071056442440983,0.8226512666338921,0.7918631642394787,0.8191549071499307,0.7773394983525683,0.8071056442440983,0.8226512666338921,0.7918631642394787,0.8191549071499307,0.7773394983525683,0.8071056442440983,0.8226512666338921,0.7918631642394787,0.8191549071499307,0.7773394983525683,0.8071056442440983,0.8226512666338921,0.7918631642394787,0.8191549071499307,0.7773394983525683,0.8071056442440983,0.8226512666338921,0.7918631642394787,0.8191549071499307,0.7773394983525683
Ridge,BCC_20pct,0.7335133768895077,0.027214364772911073,0.7523402786313663,0.7572348130358254,0.7054368753854554,0.7570422317914602,0.695512685603431,0.7523402786313663,0.7572348130358254,0.7054368753854554,0.7570422317914602,0.695512685603431,0.7523402786313663,0.7572348130358254,0.7054368753854554,0.7570422317914602,0.695512685603431,0.7523402786313663,0.7572348130358254,0.7054368753854554,0.7570422317914602,0.695512685603431,0.7523402786313663,0.7572348130358254,0.7054368753854554,0.7570422317914602,0.695512685603431
Lasso,BCC_20pct,0.7335551254409105,0.027199111548758877,0.7524582355045744,0.7572644548758923,0.7054647440622277,0.756994127821092,0.6955940649407657,0.7524582355045744,0.7572644548758923,0.7054647440622277,0.756994127821092,0.6955940649407657,0.7524582355045744,0.7572644548758923,0.7054647440622277,0.756994127821092,0.6955940649407657,0.7524582355045744,0.7572644548758923,0.7054647440622277,0.756994127821092,0.6955940649407657,0.7524582355045744,0.7572644548758923,0.7054647440622277,0.756994127821092,0.6955940649407657
MLP,BCC_20pct,0.9170970479027691,0.013838354419194303,0.931619158252151,0.9331951636076491,0.8979637008122346,0.9259687464443525,0.9220238536079198,0.9299520311532861,0.9299930117929767,0.9030112066301168,0.921043308002772,0.9073270122969961,0.9282430200074261,0.9322321926742814,0.9050704189374443,0.9248334566951795,0.9058697878267334,0.9252261399118317,0.9191555781034576,0.8872729438337035,0.9099303008518717,0.8945598265902394,0.9296879504520197,0.9260092351846546,0.8955506164508903,0.932552408647621,0.90913512880142
RandomForest,Other_0pct,0.9989738411249458,7.94363505294267e-05,0.9990389272700744,0.9990169638559411,0.9989968361216088,0.9988947908573532,0.9990171894639389,0.9990808973565999,0.9990157792934737,0.9989865529090685,0.998856077746166,0.998971165696606,0.9990115435220209,0.9990155304081718,0.999027806827823,0.9988311915842147,0.9989965864448399,0.9990272275976845,0.9989837248063536,0.9990489899498918,0.9987560299066894,0.9989923449281222,0.9990192666317097,0.9990009590802208,0.9989314035522889,0.9988124011006311,0.9990158412121507
GradientBoosting,Other_0pct,0.9992486640028949,8.589612632626198e-05,0.999142014301323,0.999226042142394,0.9992775223621271,0.9993742594952139,0.9993281787441889,0.9992300348218193,0.9992678993307862,0.9991541571215555,0.9993916609679406,0.9991617592770027,0.9992511191969079,0.9990457112880511,0.9994355130143422,0.9992487035412096,0.999212851145047,0.999218725523543,0.9992439365819861,0.9992608265207621,0.9993231412503883,0.9992269593546029,0.9991870345484006,0.9991816648890302,0.9991690296110587,0.999328566530905,0.9993292885117829
XGBoost,Other_0pct,0.9992611216632913,0.00024027540400861617,0.9993939844645007,0.999422102441663,0.9995679273845409,0.999495895678915,0.9993964974545361,0.9992410062571574,0.9992460442698947,0.9993813716141806,0.999118851338412,0.9992578653918865,0.9994221844750699,0.9994510610818454,0.9995661601439483,0.9995538216729798,0.9993491067475022,0.9990291692853003,0.9988406760687827,0.9991717767591308,0.998966792083246,0.9992849747799128,0.9991723373288417,0.9984783463207483,0.9992588040177104,0.9992376550563418,0.9992236294652349
SVR,Other_0pct,0.9975541977028318,0.000848652932685071,0.9975337713040465,0.9984416429300702,0.9979498096214976,0.997887106302134,0.9959586583564102,0.9975337713040465,0.9984416429300702,0.9979498096214976,0.997887106302134,0.9959586583564102,0.9975337713040465,0.9984416429300702,0.9979498096214976,0.997887106302134,0.9959586583564102,0.9975337713040465,0.9984416429300702,0.9979498096214976,0.997887106302134,0.9959586583564102,0.9975337713040465,0.9984416429300702,0.9979498096214976,0.997887106302134,0.9959586583564102
Ridge,Other_0pct,0.951182598737881,0.001039252045952223,0.9521161072502271,0.9509800980929697,0.952022719256881,0.9492683727858776,0.9515256963034497,0.9521161072502271,0.9509800980929697,0.952022719256881,0.9492683727858776,0.9515256963034497,0.9521161072502271,0.9509800980929697,0.952022719256881,0.9492683727858776,0.9515256963034497,0.9521161072502271,0.9509800980929697,0.952022719256881,0.9492683727858776,0.9515256963034497,0.9521161072502271,0.9509800980929697,0.952022719256881,0.9492683727858776,0.9515256963034497
Lasso,Other_0pct,0.9511426255411657,0.0010615624391359408,0.9520656269838218,0.9509557868909707,0.9520250026033368,0.9491802491993745,0.9514864620283247,0.9520656269838218,0.9509557868909707,0.9520250026033368,0.9491802491993745,0.9514864620283247,0.9520656269838218,0.9509557868909707,0.9520250026033368,0.9491802491993745,0.9514864620283247,0.9520656269838218,0.9509557868909707,0.9520250026033368,0.9491802491993745,0.9514864620283247,0.9520656269838218,0.9509557868909707,0.9520250026033368,0.9491802491993745,0.9514864620283247
MLP,Other_0pct,0.9968143398009417,0.0006305988846867953,0.9975737992453783,0.9969494057387988,0.9966818747261209,0.997215464275754,0.9963381608289547,0.9966964144437721,0.9969418539009549,0.99626917162138,0.9975051781790687,0.9967231613645016,0.9970416335828615,0.9968458359887187,0.9968416355004912,0.9981830398076187,0.9968296751045375,0.9958228409323703,0.9972517976165564,0.9965804666680953,0.9955907241838727,0.9952875073313678,0.996372661578003,0.9967645523170793,0.997361228558668,0.9975493702890118,0.9971410412396046
RandomForest,Other_20pct,0.9977165059329864,0.0002376656154594909,0.9974264872423442,0.9980711388173136,0.9978716135150901,0.9975830488792043,0.9974856540628427,0.9974629963652784,0.998165906209811,0.9976623206535394,0.9977100525423964,0.9976572913988081,0.9974282348646728,0.9980613789818333,0.9977532519315172,0.9977498389118714,0.9976579226473012,0.9975023454647024,0.9981220701725176,0.9976846764962082,0.9976036162788132,0.9976022394820849,0.9974730352355538,0.9982036991156763,0.9978596835358837,0.997660295505358,0.9974538500140372
GradientBoosting,Other_20pct,0.9979364913023684,0.00019480494805228395,0.9977481828080992,0.9977158615358112,0.9979447294434076,0.9979896271138978,0.9983738284972896,0.9977895034430082,0.9976274860637107,0.9980972876367264,0.9979741839215384,0.9982435625776233,0.997808367994053,0.9979539351259835,0.9975470816871919,0.9982019012987279,0.9980349109663421,0.9978598276790811,0.9977781239075344,0.9980884137988286,0.9981488004204835,0.9978735885541218,0.9977190895365946,0.9978410401780167,0.9979671151737398,0.9980540836090203,0.9980317495883784
XGBoost,Other_20pct,0.9983060447086218,0.00016346871022376503,0.9981182522977882,0.9983729500791593,0.9984358668562183,0.9983778766527461,0.9982760590170776,0.9981384613588801,0.9982945781008458,0.9983340839390608,0.9984936761757308,0.998339560722305,0.9980343477425284,0.9982884178154307,0.9984738232863514,0.9985452678584034,0.9982402566514496,0.998032069001817,0.9982353285436897,0.9985420892867705,0.9985331218077135,0.9980924247215001,0.9980546331495824,0.9981722522007909,0.9984635049650133,0.9984953014271057,0.9982669140575896
SVR,Other_20pct,0.9923896681180112,0.0024346503442285532,0.9880556062518829,0.9934162424807796,0.9949997904396932,0.9939096249463983,0.9915670764713013,0.9880556062518829,0.9934162424807796,0.9949997904396932,0.9939096249463983,0.9915670764713013,0.9880556062518829,0.9934162424807796,0.9949997904396932,0.9939096249463983,0.9915670764713013,0.9880556062518829,0.9934162424807796,0.9949997904396932,0.9939096249463983,0.9915670764713013,0.9880556062518829,0.9934162424807796,0.9949997904396932,0.9939096249463983,0.9915670764713013
Ridge,Other_20pct,0.9521399139148725,0.0006932445608888886,0.9520087333324565,0.952107753543294,0.9530776426924246,0.9509763425303331,0.9525290974758549,0.9520087333324565,0.952107753543294,0.9530776426924246,0.9509763425303331,0.9525290974758549,0.9520087333324565,0.952107753543294,0.9530776426924246,0.9509763425303331,0.9525290974758549,0.9520087333324565,0.952107753543294,0.9530776426924246,0.9509763425303331,0.9525290974758549,0.9520087333324565,0.952107753543294,0.9530776426924246,0.9509763425303331,0.9525290974758549
Lasso,Other_20pct,0.9521352334494795,0.0007075737062475743,0.9520052629637006,0.9520999694645328,0.9530847279648104,0.9509443246312542,0.9525418822230994,0.9520052629637006,0.9520999694645328,0.9530847279648104,0.9509443246312542,0.9525418822230994,0.9520052629637006,0.9520999694645328,0.9530847279648104,0.9509443246312542,0.9525418822230994,0.9520052629637006,0.9520999694645328,0.9530847279648104,0.9509443246312542,0.9525418822230994,0.9520052629637006,0.9520999694645328,0.9530847279648104,0.9509443246312542,0.9525418822230994
MLP,Other_20pct,0.9961081388511542,0.0005442129577738451,0.9963601460157903,0.9961459452883948,0.9970842066326575,0.9958601676412863,0.9955048072349396,0.9962347416871404,0.9966704319141869,0.9962105957383758,0.9958333973969244,0.9959362311879986,0.9960519595021606,0.9960037001388587,0.9959797296814183,0.9969730449763591,0.996020064547961,0.9957115887991334,0.9950874421305402,0.9964197038035859,0.996273012646483,0.9948537521057744,0.9954095216024053,0.9964583659029457,0.996590092147415,0.9970878540668963,0.9959429684892229
