target,template,seed,fold,test_r2
FCC_20pct,free_2stage,0,0,-0.008167892177202596
FCC_20pct,free_2stage,0,1,-0.09176172863295529
FCC_20pct,free_2stage,0,2,-0.006440212755261854
FCC_20pct,free_2stage,0,3,0.011642339379907996
FCC_20pct,free_2stage,0,4,-0.07350100124053593
FCC_20pct,free_1stage,0,0,-0.031761521984770225
FCC_20pct,free_1stage,0,1,-0.048123641509569826
FCC_20pct,free_1stage,0,2,0.09393169800040335
FCC_20pct,free_1stage,0,3,-0.022367921291387205
FCC_20pct,free_1stage,0,4,-0.07748383803930214
FCC_20pct,entropy_weighted,0,0,-0.09186429437778121
FCC_20pct,entropy_weighted,0,1,-0.09119837444156542
FCC_20pct,entropy_weighted,0,2,0.04300312963408681
FCC_20pct,entropy_weighted,0,3,0.11640703033330557
FCC_20pct,entropy_weighted,0,4,-0.03856833793725856
FCC_20pct,calphad,0,0,0.11959455598042079
FCC_20pct,calphad,0,1,-0.258436070138401
FCC_20pct,calphad,0,2,-0.4329301213173402
FCC_20pct,calphad,0,3,0.2663952467888242
FCC_20pct,calphad,0,4,-0.8521045265064946
HCP_20pct,additive,0,0,-0.10926106474088182
HCP_20pct,additive,0,1,-0.09664680101258294
HCP_20pct,additive,0,2,-6.754862465435941
HCP_20pct,additive,0,3,-0.048955177996371946
HCP_20pct,additive,0,4,-0.04438348579991214
HCP_20pct,multiplicative,0,0,-0.4988546813711481
HCP_20pct,multiplicative,0,1,-0.10580042611888252
HCP_20pct,multiplicative,0,2,-0.3671884072393732
HCP_20pct,multiplicative,0,3,-0.033449638434005946
HCP_20pct,multiplicative,0,4,-0.029339249498240738
HCP_20pct,thermal_softening,0,0,-0.12797118485426706
HCP_20pct,thermal_softening,0,1,-0.2081945019934961
HCP_20pct,thermal_softening,0,2,-0.09659789281630093
HCP_20pct,thermal_softening,0,3,0.00650315957838965
HCP_20pct,thermal_softening,0,4,-0.019305681625945814
HCP_20pct,arrhenius,0,0,-0.1356624800845998
HCP_20pct,arrhenius,0,1,-0.10957534006155822
HCP_20pct,arrhenius,0,2,-0.09408366450757688
HCP_20pct,arrhenius,0,3,0.12704187636696485
HCP_20pct,arrhenius,0,4,0.0021337517703012843
HCP_20pct,power_law,0,0,-0.1829021753364084
HCP_20pct,power_law,0,1,-0.2196413638400505
HCP_20pct,power_law,0,2,-0.06962834820015518
HCP_20pct,power_law,0,3,-0.025251691905742835
HCP_20pct,power_law,0,4,-0.07189827118182968
HCP_20pct,free_2stage,0,0,-0.06827126741497302
HCP_20pct,free_2stage,0,1,-0.07298439338676266
HCP_20pct,free_2stage,0,2,-1.0
HCP_20pct,free_2stage,0,3,-0.10166588934268961
HCP_20pct,free_2stage,0,4,-0.006862804553602109
HCP_20pct,free_1stage,0,0,0.05521563917224792
HCP_20pct,free_1stage,0,1,-0.06703847143128194
HCP_20pct,free_1stage,0,2,0.008853127267965721
HCP_20pct,free_1stage,0,3,-0.05449565386518063
HCP_20pct,free_1stage,0,4,-0.03334664501434914
HCP_20pct,entropy_weighted,0,0,-0.03746328345438488
HCP_20pct,entropy_weighted,0,1,-0.15820117619497842
HCP_20pct,entropy_weighted,0,2,-0.17586655895792513
HCP_20pct,entropy_weighted,0,3,0.0014400712751414524
HCP_20pct,entropy_weighted,0,4,-0.06216105567458996
HCP_20pct,calphad,0,0,-0.08681022665046934
HCP_20pct,calphad,0,1,-0.5241646922906358
HCP_20pct,calphad,0,2,-0.48106274436554486
HCP_20pct,calphad,0,3,-13.228981018242843
HCP_20pct,calphad,0,4,-6.697207577089932
BCC_20pct,additive,0,0,-0.14030364683843444
BCC_20pct,additive,0,1,-0.14583559638568322
BCC_20pct,additive,0,2,-0.2810186367624812
BCC_20pct,additive,0,3,0.05919818550498823
BCC_20pct,additive,0,4,-0.3023137059338312
BCC_20pct,multiplicative,0,0,-5.053735232466869
BCC_20pct,multiplicative,0,1,-0.1248485520365874
BCC_20pct,multiplicative,0,2,0.04510942792793826
BCC_20pct,multiplicative,0,3,0.13278010504497428
BCC_20pct,multiplicative,0,4,-0.2903483193118288
BCC_20pct,thermal_softening,0,0,-0.11157213427874968
BCC_20pct,thermal_softening,0,1,-0.137263456072797
BCC_20pct,thermal_softening,0,2,0.04641757348819364
BCC_20pct,thermal_softening,0,3,0.11620664246675083
BCC_20pct,thermal_softening,0,4,-0.2902779116864691
BCC_20pct,arrhenius,0,0,-0.18090319632620222
BCC_20pct,arrhenius,0,1,-0.04524307384319615
BCC_20pct,arrhenius,0,2,0.028270120385460396
BCC_20pct,arrhenius,0,3,0.0021433692165951923
BCC_20pct,arrhenius,0,4,-0.11202590137619839
BCC_20pct,power_law,0,0,-0.08620046215911303
BCC_20pct,power_law,0,1,-0.16396436268975578
BCC_20pct,power_law,0,2,-0.03757622234938851
BCC_20pct,power_law,0,3,0.04376723513898684
BCC_20pct,power_law,0,4,-0.2902123167677422
BCC_20pct,free_2stage,0,0,-0.06790147482401387
BCC_20pct,free_2stage,0,1,-0.085350508195291
BCC_20pct,free_2stage,0,2,0.0021840137884975297
BCC_20pct,free_2stage,0,3,0.12264350037337957
BCC_20pct,free_2stage,0,4,-0.22373793462611857
BCC_20pct,free_1stage,0,0,0.00942233514750912
BCC_20pct,free_1stage,0,1,-0.07198031089929247
BCC_20pct,free_1stage,0,2,-0.08927557414380072
BCC_20pct,free_1stage,0,3,-0.02086958930773042
BCC_20pct,free_1stage,0,4,-0.05362097353948081
BCC_20pct,entropy_weighted,0,0,-0.04817192424467076
BCC_20pct,entropy_weighted,0,1,-0.1352105928878029
BCC_20pct,entropy_weighted,0,2,-0.29754096798925955
BCC_20pct,entropy_weighted,0,3,0.022151493097880226
BCC_20pct,entropy_weighted,0,4,-0.21004913335377617
BCC_20pct,calphad,0,0,-0.6413142014036348
BCC_20pct,calphad,0,1,-1.351471319210518
BCC_20pct,calphad,0,2,-0.09102229067235545
BCC_20pct,calphad,0,3,-2.16457070046319
BCC_20pct,calphad,0,4,-0.5170726700951287
Other_0pct,additive,0,0,-0.05618402282210622
Other_0pct,additive,0,1,-0.21724031107758734
Other_0pct,additive,0,2,-0.0363538952093303
Other_0pct,additive,0,3,0.11062829330492685
Other_0pct,additive,0,4,-0.02429492475996664
